"tripdate","time","temperature","wind_speed","wind_degree","wind_dir","weather_code","weather_descriptions","precip","humidity","visibility","pressure","cloudcover","heatindex","dewpoint","windchill","windgust","feelslike","uv_index","totalsnow","avgtemp"
"2015-12-11","900","7","18","236","WSW","116","Partly cloudy","0","68","10","1010","62","7","1","3","29","3","3","0","8"
"2015-12-12","900","11","10","199","SSW","248","Fog","0","98","0","1013","100","11","11","10","21","10","3","0","12"
"2015-12-13","900","14","26","179","S","296","Light rain","0.7","96","9","1011","85","14","13","12","54","12","3","0","14"
"2015-12-14","900","11","45","205","SSW","296","Light rain","0.4","79","9","991","88","11","8","7","74","7","3","0","10"
"2015-12-15","900","5","17","344","NNW","113","Sunny","0","75","10","1012","24","5","1","1","22","1","2","0","5"
"2015-12-16","900","6","41","152","SSE","296","Light rain","0.4","91","9","1005","100","6","5","1","60","1","2","0","7"
"2015-12-17","900","0","32","289","WNW","323","Patchy light snow","0","68","10","1012","31","0","-5","-7","39","-7","1","0","1"
"2015-12-18","900","-3","16","217","SW","311","Light freezing rain","0","80","8","1022","73","-3","-6","-9","22","-9","1","0","-2"
"2015-12-19","900","-1","18","211","SSW","311","Light freezing rain","0.2","87","8","1018","61","-1","-3","-6","27","-6","1","1","0"
"2015-12-20","900","0","20","138","SE","329","Patchy moderate snow","0.2","84","9","1016","69","0","-3","-5","30","-5","1","1.2","0"
"2015-12-21","900","8","37","192","SSW","302","Moderate rain","1.6","93","7","1007","100","8","7","3","59","3","2","0","9"
"2015-12-22","900","4","21","260","W","119","Cloudy","0","86","10","1012","64","4","2","-1","27","-1","1","0","5"
"2015-12-23","900","10","31","134","SE","353","Light rain shower","0.4","99","10","997","100","10","10","6","66","6","2","0","12"
"2015-12-24","900","3","25","244","WSW","113","Sunny","0","80","10","1013","14","3","0","-2","33","-2","2","0","4"
"2015-12-25","900","3","18","360","N","113","Sunny","0","85","10","1025","10","3","1","-1","25","-1","2","0","4"
"2015-12-26","900","4","33","106","ESE","266","Light drizzle","0.1","78","2","1023","100","4","1","-1","50","-1","1","0","5"
"2015-12-27","900","4","42","18","NNE","122","Overcast","0","82","10","1024","100","4","1","-2","60","-2","1","0","4"
"2015-12-28","900","-3","23","232","SW","119","Cloudy","0","78","10","1021","59","-3","-6","-9","33","-9","1","0","-2"
"2015-12-29","900","1","33","261","W","230","Blizzard","0","88","0","1012","100","1","-1","-5","42","-5","1","0.2","1"
"2015-12-30","900","-1","17","237","WSW","338","Heavy snow","0.2","82","2","1023","100","-1","-4","-6","23","-6","1","0.9","-1"
"2015-12-31","900","-3","24","267","W","122","Overcast","0","84","10","1026","90","-3","-6","-10","32","-10","1","0.1","-3"
